date,store,product,qty,price,discount,revenue
2024-02-24,SG-West,Gadget,16,35,0.0,560.0
2024-02-24,SG-West,Doohickey,39,12,0.15,397.8
2024-02-24,SG-North,Widget,15,20,0.15,255.0
2024-02-24,SG-North,Gadget,12,35,0.0,420.0
2024-02-24,SG-North,Doohickey,36,12,0.05,410.4
2024-02-25,SG-East,Widget,15,20,0.15,255.0
2024-02-25,SG-East,Gadget,19,35,0.0,665.0
2024-02-25,SG-East,Doohickey,42,12,0.0,504.0
2024-02-25,SG-West,Widget,24,20,0.0,480.0
2024-02-25,SG-West,Gadget,14,35,0.05,465.5
2024-02-25,SG-West,Doohickey,45,12,0.0,540.0
2024-02-25,SG-North,Widget,25,20,0.0,500.0
2024-02-25,SG-North,Gadget,18,35,0.0,630.0
2024-02-25,SG-North,Doohickey,34,12,0.0,408.0
2024-02-26,SG-East,Widget,37,20,0.0,740.0
2024-02-26,SG-East,Gadget,15,35,0.1,472.5
2024-02-26,SG-East,Doohickey,30,12,0.0,360.0
2024-02-26,SG-West,Widget,22,20,0.0,440.0
2024-02-26,SG-West,Gadget,13,35,0.0,455.0
2024-02-26,SG-West,Doohickey,36,12,0.0,432.0
2024-02-26,SG-North,Widget,21,20,0.0,420.0
2024-02-26,SG-North,Gadget,21,35,0.05,698.25
2024-02-26,SG-North,Doohickey,43,12,0.05,490.2
2024-02-27,SG-East,Widget,27,20,0.0,540.0
2024-02-27,SG-East,Gadget,10,35,0.0,350.0
2024-02-27,SG-East,Doohickey,43,12,0.0,516.0
2024-02-27,SG-West,Widget,28,20,0.0,560.0
2024-02-27,SG-West,Gadget,18,35,0.0,630.0
2024-02-27,SG-West,Doohickey,37,12,0.05,421.8
2024-02-27,SG-North,Widget,20,20,0.0,400.0
2024-02-27,SG-North,Gadget,17,35,0.0,595.0
2024-02-27,SG-North,Doohickey,58,12,0.05,661.2
2024-02-28,SG-East,Widget,27,20,0.0,540.0
2024-02-28,SG-East,Gadget,10,35,0.05,332.5
2024-02-28,SG-East,Doohickey,43,12,0.0,516.0
2024-02-28,SG-West,Widget,26,20,0.05,494.0
2024-02-28,SG-West,Gadget,19,35,0.0,665.0
2024-02-28,SG-West,Doohickey,37,12,0.0,444.0
2024-02-28,SG-North,Widget,23,20,0.0,460.0
2024-02-28,SG-North,Gadget,12,35,0.0,420.0
2024-02-28,SG-North,Doohickey,49,12,0.0,588.0
2024-02-29,SG-East,Widget,21,20,0.0,420.0
2024-02-29,SG-East,Gadget,19,35,0.05,631.75
2024-02-29,SG-East,Doohickey,43,12,0.0,516.0
2024-02-29,SG-West,Widget,13,20,0.0,260.0
2024-02-29,SG-West,Gadget,11,35,0.1,346.5
2024-02-29,SG-West,Doohickey,45,12,0.0,540.0
2024-02-29,SG-North,Widget,25,20,0.0,500.0
2024-02-29,SG-North,Gadget,17,35,0.0,595.0
2024-02-29,SG-North,Doohickey,39,12,0.0,468.0
